,o_id,o_customer_id,o_order_number,o_currency,o_subtotal,o_tax,o_shipping,o_total,o_shipping_carrier,o_shipping_method,o_payment_status,o_payment_date,o_payment_type,o_payment_amount,o_payment_id,o_payment_code,o_status,o_placed_date,o_updated_date,o_shipped_date,o_customer_type
0,3758,797,3758,USD,57.2,0.0,9.95,64.29,fedex,11Ground,3.0,1426019099,authorize.net,64.29,6993607863.0,510142.0,1,1426019099,1438868410,1426100922,0.0
1,23,3,23,USD,20.0,4.859279839268475,9.99,29.99,fedex,11Ground,3.0,1386090455,authorize.net,29.99,0.0,0.0,1,1386090455,1440528583,1386102621,0.0
2,9531,3,9531,USD,68.78,0.0,9.95,78.73,manual,0Standard Shipping,3.0,1449603652,authorize.net,78.73,0.0,0.0,3,1449603652,1450213487,1442166991,0.0
3,29,4,29,USD,19.56,0.0,9.95,29.55,fedex,11Ground,3.0,1386780263,authorize.net,29.55,3285178019195.542,132578.05607205114,1,1386780263,1440528583,1386800132,0.0
4,30,5,30,USD,36.05,4.859279839268475,9.95,46.0,fedex,11Ground,3.0,1386861599,authorize.net,46.0,3285178019195.542,132578.05607205114,1,1386861599,1440528583,1386875623,0.0
5,226,5,226,USD,44.46,4.859279839268475,9.95,54.41,fedex,11Ground,0.0,1443103868,authorize.net,134.8422629310345,3285178019195.542,132578.05607205114,1,1394380527,1438868410,1394482209,0.0
6,1658,5,1658,USD,14.63,4.859279839268475,9.95,24.58,fedex,11Ground,3.0,1410363655,Credit Card,24.58,3285178019195.542,132578.05607205114,1,1410363655,1438868410,1410382299,0.0
7,32,7,32,USD,39.19,0.0,9.95,49.14,fedex,11Ground,3.0,1388155947,authorize.net,49.14,3285178019195.542,132578.05607205114,1,1388155947,1440528583,1388178814,0.0
8,40,8,40,USD,59.75,0.0,9.95,69.7,manual,0Standard Shipping,3.0,1389647443,Credit Card,69.7,3285178019195.542,132578.05607205114,1,1389303216,1440528583,1389626735,0.0
9,70,10,70,USD,34.0,0.0,9.95,34.0,manual,0Standard Shipping,3.0,1390509774,Credit Card,34.0,3285178019195.542,132578.05607205114,1,1390509516,1440528583,1391709001,0.0
10,74,11,74,USD,34.0,0.0,9.95,34.0,manual,0Standard Shipping,3.0,1395248081,Credit Card,34.0,3285178019195.542,132578.05607205114,1,1390573155,1440528583,1391708992,0.0
11,76,12,76,USD,21.52,4.859279839268475,9.95,31.47,fedex,11Ground,3.0,1390613419,authorize.net,31.47,5878647005.0,319380.0,1,1390613419,1440528583,1390838693,0.0
12,88,13,88,USD,118.68,0.0,9.95,118.68,fedex,11Ground,3.0,1390856041,authorize.net,118.68,5884090829.0,47933.0,1,1390856041,1440528583,1390944580,0.0
13,88,13,88,USD,118.68,0.0,9.95,118.68,fedex,11Ground,3.0,1390856041,authorize.net,118.68,5884090829.0,47933.0,1,1390856041,1440528583,1390944580,0.0
14,3572,13,3572,USD,75.62,4.859279839268475,9.95,85.57,fedex,11Ground,3.0,1424205989,authorize.net,85.57,6931806970.0,68946.0,1,1424205989,1438868410,1424290379,0.0
15,99,14,99,USD,339.99,0.0,9.99,349.98,manual,0Standard Shipping,3.0,1391012343,Credit Card,349.98,3285178019195.542,132578.05607205114,1,1391012017,1440528583,1391456780,0.0
16,105,15,105,USD,18.94,4.859279839268475,9.95,28.89,fedex,11Ground,3.0,1391363004,authorize.net,28.89,5899483761.0,900601.0,1,1391363004,1440528583,1391524384,0.0
17,307,66,307,USD,119.7,0.0,9.95,119.7,fedex,11Ground,3.0,1395348643,authorize.net,119.7,6027019198.0,1341.0,1,1395348643,1438868410,1395366931,0.0
18,111,21,111,USD,34.0,0.0,9.95,34.0,ups,0Standard Shipping,3.0,1391621141,Credit Card,34.0,3285178019195.542,132578.05607205114,1,1391618732,1440528583,1391709479,0.0
19,117,22,117,USD,13.68,4.859279839268475,9.95,23.63,fedex,11Ground,3.0,1391815072,authorize.net,23.63,5915037980.0,2690.0,1,1391815072,1438868410,1392065325,0.0
20,118,23,118,USD,81.48,4.859279839268475,9.95,91.43,fedex,11Ground,3.0,1391896879,authorize.net,91.43,5916837507.0,60122.0,1,1391896879,1438868410,1392070365,0.0
21,663,23,663,USD,59.92,4.859279839268475,9.95,69.87,fedex,11Ground,3.0,1401262778,authorize.net,69.87,6208429912.0,23938.0,1,1401262778,1438868410,1401326541,0.0
22,663,23,663,USD,59.92,4.859279839268475,9.95,69.87,fedex,11Ground,3.0,1401262778,authorize.net,69.87,6208429912.0,23938.0,1,1401262778,1438868410,1401326541,0.0
23,3132,23,3054-1,USD,122.22,0.0,9.95,132.17,manual,0Standard Shipping,3.0,1420600800,authorize.net,132.17,6817080059.0,11947.0,1,1420600800,1438868410,1421342636,0.0
24,121,24,121,USD,29.38,0.0,9.95,39.33,fedex,11Ground,3.0,1392048505,Credit Card,39.33,3285178019195.542,132578.05607205114,1,1392048474,1438868410,1392066739,0.0
25,122,25,122,USD,35.0,0.0,9.95,35.0,ups,0Standard Shipping,3.0,1392048678,Credit Card,35.0,3285178019195.542,132578.05607205114,1,1392048647,1438868410,1392135121,0.0
26,123,26,123,USD,35.0,0.0,9.95,35.0,ups,0Standard Shipping,0.0,1443103868,authorize.net,134.8422629310345,3285178019195.542,132578.05607205114,1,1392053937,1438868410,1392227347,0.0
27,124,27,124,USD,17.88,0.0,9.95,18.39,fedex,11Ground,3.0,1392133600,authorize.net,18.39,3285178019195.542,132578.05607205114,1,1392133600,1438868410,1392149469,0.0
28,236,27,236,USD,17.88,0.0,9.95,18.39,fedex,11Ground,3.0,1394545155,Credit Card,18.39,3285178019195.542,132578.05607205114,1,1394545112,1438868410,1394554153,0.0
29,393,27,393,USD,17.88,0.0,4.531500284465332,18.39,fedex,11Ground,3.0,1396533468,authorize.net,18.39,3285178019195.542,132578.05607205114,1,1396533468,1438868410,1396541452,0.0
30,534,27,534,USD,17.88,0.0,9.95,18.39,fedex,11Ground,3.0,1399644370,authorize.net,18.39,3285178019195.542,132578.05607205114,1,1399644370,1438868410,1399658901,0.0
31,651,27,651,USD,17.88,0.0,0.51,18.39,fedex,11Ground,3.0,1401054740,authorize.net,18.39,3285178019195.542,132578.05607205114,1,1401054740,1438868410,1401217710,0.0
32,772,27,772,USD,17.88,0.0,0.51,18.39,fedex,11Ground,3.0,1402326422,authorize.net,18.39,3285178019195.542,132578.05607205114,1,1402326422,1438868410,1402341067,0.0
33,957,27,957,USD,17.88,0.0,9.95,18.39,fedex,11Ground,3.0,1404226635,authorize.net,18.39,3285178019195.542,132578.05607205114,1,1404226635,1438868410,1404241830,0.0
34,306,65,306,USD,47.85,0.0,9.95,54.91,manual,0Standard Shipping,3.0,1395336674,authorize.net,57.8,3285178019195.542,132578.05607205114,3,1395336674,1438868410,1442166991,0.0
35,306,65,306,USD,47.85,0.0,9.95,54.91,manual,0Standard Shipping,3.0,1395336674,authorize.net,57.8,3285178019195.542,132578.05607205114,3,1395336674,1438868410,1442166991,0.0
36,306,65,306,USD,47.85,0.0,9.95,54.91,manual,0Standard Shipping,3.0,1395336674,authorize.net,57.8,3285178019195.542,132578.05607205114,3,1395336674,1438868410,1442166991,0.0
37,133,30,133,USD,35.0,0.0,9.95,35.0,ups,0Standard Shipping,3.0,1392311828,authorize.net,35.0,3285178019195.542,132578.05607205114,1,1392311828,1438868410,1392394249,0.0
38,135,31,135,USD,170.34,0.0,9.95,170.34,fedex,11Ground,3.0,1392392628,authorize.net,170.34,5931511397.0,143691.0,1,1392392628,1438868410,1392675302,0.0
39,136,32,136,USD,33.21,0.0,9.95,43.2,fedex,11Ground,3.0,1392394110,authorize.net,43.2,3285178019195.542,132578.05607205114,1,1392394110,1438868410,1392408472,0.0
40,142,33,142,USD,4.88,4.859279839268475,9.95,14.83,fedex,11Ground,3.0,1392485041,authorize.net,14.83,5934675644.0,376645.0,1,1392485041,1438868410,1392674235,0.0
41,159,35,159,USD,17.22,4.859279839268475,9.95,27.17,fedex,11Ground,3.0,1393012190,authorize.net,27.17,5951304483.0,8597.0,1,1393012190,1438868410,1393383533,0.0
42,164,37,164,USD,106.18,4.859279839268475,9.95,116.13,fedex,11Ground,3.0,1393252855,authorize.net,116.13,5956703892.0,1720.0,1,1393252855,1438868410,1393358971,0.0
43,169,39,169,USD,19.0,4.859279839268475,9.95,28.95,fedex,11Ground,3.0,1393370004,authorize.net,28.95,5961650471.0,15302.0,1,1393370004,1438868410,1393444509,0.0
44,171,40,171,USD,154.7,4.859279839268475,9.95,154.7,fedex,11Ground,3.0,1393524074,authorize.net,154.7,5966461469.0,2387.0,1,1393524074,1438868410,1393540229,0.0
45,172,41,172,USD,92.96,4.859279839268475,9.95,102.91,fedex,11Ground,3.0,1393537219,authorize.net,102.91,5967220078.0,56345.0,1,1393537219,1438868410,1393877292,0.0
46,172,41,172,USD,92.96,4.859279839268475,9.95,102.91,fedex,11Ground,3.0,1393537219,authorize.net,102.91,5967220078.0,56345.0,1,1393537219,1438868410,1393877292,0.0
47,181,42,181,USD,22.14,4.859279839268475,9.95,32.09,fedex,11Ground,3.0,1393681034,authorize.net,32.09,5972818846.0,251197.0,1,1393681034,1438868410,1393945494,0.0
48,185,43,185,USD,39.19,4.859279839268475,9.95,49.14,fedex,11Ground,3.0,1393711945,authorize.net,49.14,5974171118.0,836243.0,1,1393711945,1438868410,1393898015,0.0
49,190,44,190,USD,30.0,0.0,9.95,39.95,manual,0Standard Shipping,3.0,1393862497,authorize.net,39.95,5977816404.0,65220.0,3,1393862497,1438868410,1442166991,0.0
50,194,45,194,USD,39.34,0.0,9.95,49.29,manual,0Standard Shipping,3.0,1393966773,authorize.net,49.29,5982406109.0,189575.0,3,1393966773,1438868410,1442166991,0.0
51,200,45,200,USD,43.57,0.0,9.95,53.52,manual,0Standard Shipping,3.0,1393979335,authorize.net,53.52,5983018408.0,101400.0,3,1393979335,1438868410,1442166991,0.0
52,208,45,208,USD,83.14,0.0,9.95,88.93,manual,0Standard Shipping,3.0,1394124464,authorize.net,88.93,5987934838.0,127306.0,3,1394124464,1438868410,1442166991,0.0
53,208,45,208,USD,83.14,0.0,9.95,88.93,manual,0Standard Shipping,3.0,1394124464,authorize.net,88.93,5987934838.0,127306.0,3,1394124464,1438868410,1442166991,0.0
54,251,45,251,USD,145.34,0.0,9.95,148.02,manual,0Standard Shipping,3.0,1394743099,authorize.net,148.02,6007822916.0,105352.0,3,1394743099,1438868410,1442166991,0.0
55,251,45,251,USD,145.34,0.0,9.95,148.02,manual,0Standard Shipping,3.0,1394743099,authorize.net,148.02,6007822916.0,105352.0,3,1394743099,1438868410,1442166991,0.0
56,282,45,282,USD,52.8,0.0,9.95,62.75,manual,0Standard Shipping,3.0,1395069663,authorize.net,62.75,6016781928.0,104308.0,3,1395069663,1438868410,1442166991,0.0
57,282,45,282,USD,52.8,0.0,9.95,62.75,manual,0Standard Shipping,3.0,1395069663,authorize.net,62.75,6016781928.0,104308.0,3,1395069663,1438868410,1442166991,0.0
58,452,45,452,USD,319.52,0.0,9.95,329.47,manual,0Standard Shipping,3.0,1398284159,authorize.net,329.47,6117706043.0,106137.0,3,1398284159,1438868410,1442166991,0.0
59,452,45,452,USD,319.52,0.0,9.95,329.47,manual,0Standard Shipping,3.0,1398284159,authorize.net,329.47,6117706043.0,106137.0,3,1398284159,1438868410,1442166991,0.0
60,197,46,197,USD,4.88,0.0,9.95,14.83,fedex,11Ground,3.0,1393970071,authorize.net,14.83,5982598760.0,6181.0,12,1393970071,1438868410,1394039632,0.0
61,276,48,276,USD,92.8,0.0,9.95,102.75,fedex,11Ground,3.0,1395000216,authorize.net,102.75,6015026034.0,344931.0,1,1395000216,1438868410,1395101137,0.0
62,212,50,212,USD,109.03,4.859279839268475,9.95,118.98,fedex,11Ground,3.0,1394146317,paypal,118.98,4.0,132578.05607205114,1,1394146317,1438868410,1394227634,0.0
63,219,52,219,USD,53.72,4.859279839268475,9.95,63.67,fedex,11Ground,3.0,1394243666,paypal,63.67,4.0,132578.05607205114,1,1394243666,1438868410,1394474915,0.0
64,230,55,230,USD,160.35,4.859279839268475,9.95,170.3,fedex,11Ground,3.0,1394432247,authorize.net,170.3,5996951644.0,15791.0,1,1394432247,1438868410,1394577307,0.0
65,230,55,230,USD,160.35,4.859279839268475,9.95,170.3,fedex,11Ground,3.0,1394432247,authorize.net,170.3,5996951644.0,15791.0,1,1394432247,1438868410,1394577307,0.0
66,392,55,392,USD,233.89,4.859279839268475,9.95,243.84,fedex,11Ground,3.0,1396530695,paypal,243.84,0.0,132578.05607205114,1,1396530695,1438868410,1396549753,0.0
67,392,55,392,USD,233.89,4.859279839268475,9.95,243.84,fedex,11Ground,3.0,1396530695,paypal,243.84,0.0,132578.05607205114,1,1396530695,1438868410,1396549753,0.0
68,1682,55,1682,USD,431.55,0.0,0.0,431.55,fedex,11Ground,3.0,1410581658,authorize.net,431.55,6493700343.0,15451.0,1,1410581658,1438868410,1410834545,0.0
69,1682,55,1682,USD,431.55,0.0,0.0,431.55,fedex,11Ground,3.0,1410581658,authorize.net,431.55,6493700343.0,15451.0,1,1410581658,1438868410,1410834545,0.0
70,4612,55,4612,USD,280.8,0.0,0.0,280.8,fedex,11Ground,3.0,1434965766,authorize.net,280.8,7285416588.0,6459.0,1,1434965766,1440535172,1434997875,0.0
71,234,56,234,USD,203.34,4.859279839268475,9.95,213.29,fedex,11Ground,3.0,1394496552,paypal,213.29,4.0,132578.05607205114,1,1394496552,1438868410,1394565000,0.0
72,248,57,248,USD,119.7,10.63,9.95,140.28,fedex,11Ground,3.0,1394716772,authorize.net,140.28,6006417071.0,188881.0,1,1394716772,1438868410,1394809544,0.0
73,258,59,258,USD,27.41,0.0,0.0,27.41,ups,1Free Shipping,3.0,1394833015,authorize.net,27.41,6011141911.0,1454.0,1,1394833015,1438868410,1395149425,0.0
74,260,60,260,USD,92.82,0.0,9.95,102.77,fedex,11Ground,3.0,1394836316,authorize.net,102.77,6011282868.0,35197.0,1,1394836316,1438868410,1395087238,0.0
75,281,61,281,USD,37.38,0.0,9.95,47.33,fedex,11Ground,3.0,1395059294,authorize.net,47.33,6016251847.0,169990.0,1,1395059294,1438868410,1395083330,0.0
76,285,62,285,USD,30.0,0.0,9.95,39.95,manual,0Standard Shipping,3.0,1395079814,authorize.net,39.95,6017453131.0,33442.0,3,1395079814,1438868410,1442166991,0.0
77,296,63,296,USD,68.89,0.0,0.0,68.89,ups,1Free Shipping,3.0,1395179099,authorize.net,68.89,6021265730.0,164056.0,1,1395179099,1438868410,1395322203,0.0
78,311,68,311,USD,200.06,0.0,9.95,210.01,fedex,11Ground,3.0,1395414601,authorize.net,210.01,6028865279.0,143.0,1,1395414601,1438868410,1395428936,0.0
79,313,69,313,USD,52.15,4.859279839268475,9.95,59.49,fedex,11Ground,3.0,1395418386,authorize.net,59.49,6029085935.0,170731.0,1,1395418386,1438868410,1395432725,0.0
80,329,70,329,USD,268.75,4.859279839268475,9.95,265.26,fedex,11Ground,3.0,1395756283,authorize.net,265.26,6038054938.0,90443.0,1,1395756283,1438868410,1395774604,0.0
81,317,71,317,USD,34.71,0.0,9.95,44.66,fedex,11Ground,3.0,1395452521,authorize.net,44.66,6030647469.0,104729.0,1,1395452521,1438868410,1395702631,0.0
82,321,72,321,USD,25.01,0.0,9.99,35.0,fedex,11Ground,3.0,1395587338,authorize.net,35.0,3285178019195.542,132578.05607205114,1,1395587338,1438868410,1395699167,0.0
83,323,73,323,USD,30.94,0.0,9.95,40.89,fedex,11Ground,3.0,1395608735,authorize.net,40.89,6033648568.0,155525.0,1,1395608735,1438868410,1395691933,0.0
84,1612,73,1612,USD,30.94,0.0,9.95,40.89,fedex,11Ground,3.0,1409958443,authorize.net,40.89,6475003934.0,160242.0,1,1409958443,1438868410,1410208197,0.0
85,10830,73,10830,USD,32.66,0.0,9.95,42.61,fedex,11Ground,3.0,1451256254,authorize.net,42.61,7836295873.0,288504.0,1,1451256254,1451519273,1451345180,0.0
86,326,74,326,USD,119.7,9.76,9.95,129.65,fedex,11Ground,3.0,1395689831,authorize.net,129.65,3285178019195.542,132578.05607205114,1,1395689831,1438868410,1442166991,0.0
87,328,75,328,USD,42.72,0.0,9.95,52.67,fedex,11Ground,3.0,1395726902,authorize.net,52.67,6037411779.0,2513.0,1,1395726902,1438868410,1395778310,0.0
88,330,76,330,USD,23.93,0.0,9.95,33.88,fedex,11Ground,3.0,1395763641,authorize.net,33.88,6038480030.0,1696.0,3,1395763641,1438868410,1395775658,0.0
89,334,77,334,USD,84.33,0.0,9.95,94.28,fedex,11Ground,3.0,1395786129,authorize.net,94.28,6039740589.0,221128.0,1,1395786129,1438868410,1395872042,0.0
90,343,78,343,USD,76.36,0.0,9.95,86.31,fedex,11Ground,3.0,1395855619,authorize.net,86.31,6041665077.0,55287.0,1,1395855619,1438868410,1395926568,0.0
91,349,79,349,USD,37.69,4.859279839268475,9.95,47.64,fedex,11Ground,3.0,1395956506,paypal,47.64,2.0,132578.05607205114,1,1395956506,1438868410,1396038519,0.0
92,1240,79,1240,USD,37.69,4.859279839268475,9.95,47.64,fedex,11Ground,3.0,1407026135,paypal,47.64,98.0,132578.05607205114,1,1407026135,1438868410,1407255010,0.0
93,4241,79,4241,USD,37.69,4.859279839268475,9.95,47.64,fedex,11Ground,3.0,1431629745,paypal,47.64,39001553.0,132578.05607205114,1,1431629745,1440534569,1431723326,0.0
94,8748,79,8748,USD,90.48,0.0,9.95,100.43,manual,0Standard Shipping,3.0,1448210952,paypal,100.43,6.0,132578.05607205114,1,1448210952,1448563911,1448384517,0.0
95,8748,79,8748,USD,90.48,0.0,9.95,100.43,manual,0Standard Shipping,3.0,1448210952,paypal,100.43,6.0,132578.05607205114,1,1448210952,1448563911,1448384517,0.0
96,352,82,352,USD,119.7,0.0,9.95,119.7,fedex,11Ground,3.0,1396025978,authorize.net,119.7,6047381825.0,100838.0,1,1396025978,1438868410,1396041132,0.0
97,369,84,369,USD,76.7,5.37,9.95,92.02,fedex,11Ground,0.0,1443103868,authorize.net,134.8422629310345,3285178019195.542,132578.05607205114,1,1396296715,1438868410,1396368520,0.0
98,378,85,378,USD,104.16,0.0,0.0,104.16,fedex,11Ground,3.0,1396440612,authorize.net,104.16,6060362785.0,15183.0,3,1396440612,1438868410,1442166991,0.0
99,379,85,379,USD,104.16,0.0,0.0,104.16,fedex,11Ground,3.0,1396441288,authorize.net,104.16,6060381356.0,52206.0,1,1396441288,1438868410,1396467096,0.0
100,380,85,380,USD,104.16,0.0,0.0,104.16,fedex,11Ground,3.0,1396442997,authorize.net,104.16,6060438567.0,89827.0,1,1396442997,1438868410,1396467095,0.0
101,387,100,387,USD,663.75,0.0,9.95,673.7,fedex,11Ground,3.0,1396472995,authorize.net,673.7,6062111963.0,45056.0,1,1396472995,1438868410,1396556915,0.0
102,665,100,665,USD,1327.5,0.0,0.0,1261.12,fedex,11Ground,3.0,1401308220,authorize.net,1261.12,6210371949.0,70122.0,1,1401308220,1438868410,1401384327,0.0
103,4628,100,4628,USD,885.0,4.859279839268475,0.0,850.0,fedex,11Ground,3.0,1435074332,authorize.net,850.0,7289302621.0,543886.0,1,1435074332,1440535197,1435091505,0.0
104,388,101,388,USD,18.81,0.0,9.95,28.76,fedex,11Ground,3.0,1396474557,authorize.net,28.76,6062188097.0,1128.0,1,1396474557,1438868410,1396549752,0.0
105,557,101,557,USD,18.01,4.859279839268475,9.95,27.96,fedex,11Ground,3.0,1399919605,authorize.net,27.96,6169009637.0,9796.0,1,1399919605,1438868410,1399991385,0.0
106,390,102,390,USD,88.68,4.859279839268475,9.95,98.63,fedex,11Ground,3.0,1396486468,authorize.net,98.63,6062630727.0,55458.0,1,1396486468,1438868410,1396639709,0.0
107,396,103,396,USD,31.6,0.0,9.95,41.55,fedex,11Ground,3.0,1396549648,authorize.net,41.55,6064598563.0,25788.0,1,1396549648,1438868410,1396556843,0.0
108,399,104,399,USD,30.45,2.13,9.95,42.53,fedex,11Ground,3.0,1396584101,authorize.net,42.53,6065955348.0,5144.0,1,1396584101,1438868410,1396627589,0.0
109,504,104,504,USD,26.52,1.86,9.95,38.34,fedex,11Ground,3.0,1399234797,authorize.net,38.33,6147865289.0,15990.0,1,1399234797,1438868410,1399411172,0.0
110,684,104,684,USD,30.45,2.13,9.95,42.53,fedex,11Ground,3.0,1401630776,authorize.net,42.53,6220013724.0,55260.0,1,1401630776,1438868410,1401729063,0.0
111,953,104,953,USD,30.45,2.13,9.95,42.53,fedex,11Ground,3.0,1404162682,authorize.net,42.53,6297490251.0,15137.0,1,1404162682,1438868410,1404238211,0.0
112,1170,104,1170,USD,30.45,2.13,9.95,43.03,fedex,11Ground,3.0,1406430123,authorize.net,42.53,6365230558.0,5267.0,1,1406430123,1438868410,1406568687,0.0
113,400,105,400,USD,27.58,0.0,9.95,37.53,fedex,11Ground,3.0,1396586416,paypal,37.53,1535298.0,132578.05607205114,1,1396586416,1438868410,1396628730,0.0
114,405,106,405,USD,40.6,0.0,9.95,50.55,fedex,11Ground,3.0,1396733322,authorize.net,50.55,6070689152.0,515.0,1,1396733322,1438868410,1396894079,0.0
115,958,217,958,USD,24.4,0.0,9.95,33.99,fedex,11Ground,3.0,1404249809,Credit Card,33.99,3285178019195.542,132578.05607205114,1,1404242602,1438868410,1404260519,0.0
116,446,112,446,USD,34.27,0.0,9.95,44.22,fedex,11Ground,3.0,1397418674,authorize.net,44.22,6090593789.0,169239.0,1,1397418674,1438868410,1397518131,0.0
117,448,113,448,USD,78.22,0.0,9.95,88.17,fedex,11Ground,3.0,1397684151,authorize.net,88.17,6100212587.0,65367.0,1,1397684151,1438868410,1397849308,0.0
118,449,114,449,USD,144.7,0.0,9.95,154.65,fedex,11Ground,0.0,1443103868,authorize.net,134.8422629310345,3285178019195.542,132578.05607205114,1,1398011503,1438868410,1398138554,0.0
119,455,115,455,USD,37.54,0.0,9.95,47.49,fedex,11Ground,3.0,1398357963,authorize.net,47.49,6119891401.0,8132.0,1,1398357963,1438868410,1398371309,0.0
120,470,116,470,USD,24.4,0.0,9.95,33.99,fedex,11Ground,3.0,1398693222,authorize.net,33.99,3285178019195.542,132578.05607205114,1,1398693222,1438868410,1398807926,0.0
121,476,117,476,USD,24.4,0.0,9.95,33.99,fedex,11Ground,3.0,1398778983,Credit Card,33.99,3285178019195.542,132578.05607205114,1,1398778973,1438868410,1398807677,0.0
122,477,118,477,USD,24.4,0.0,9.95,32.99,fedex,11Ground,3.0,1398864750,Credit Card,32.99,3285178019195.542,132578.05607205114,1,1398779179,1438868410,1398817679,0.0
123,495,120,495,USD,88.67,0.0,4.531500284465332,86.99,ups,1Free Shipping,3.0,1399038293,authorize.net,86.99,3285178019195.542,132578.05607205114,1,1399038293,1438868410,1399219861,0.0
124,496,121,496,USD,24.4,0.0,9.95,32.99,fedex,11Ground,3.0,1399038483,authorize.net,32.99,3285178019195.542,132578.05607205114,12,1399038483,1438868410,1399068608,0.0
125,506,122,506,USD,51.34,4.859279839268475,9.95,61.29,fedex,11Ground,3.0,1399251411,authorize.net,61.29,6148287177.0,9597.0,1,1399251411,1438868410,1399326826,0.0
126,509,123,509,USD,112.99,0.0,17.0,129.99,fedex,11Ground,3.0,1399313134,Credit Card,129.99,3285178019195.542,132578.05607205114,1,1399310591,1438868410,1399324285,0.0
127,511,124,511,USD,88.91,0.0,0.0,88.91,ups,1Free Shipping,3.0,1399320126,authorize.net,88.91,6150997017.0,6262.0,1,1399320126,1438868410,1399382784,0.0
128,522,125,522,USD,30.0,2.1,0.0,32.1,fedex,11Ground,3.0,1399474759,authorize.net,32.1,3285178019195.542,132578.05607205114,1,1399474759,1438868410,1399489995,0.0
129,547,128,547,USD,24.4,0.0,9.95,33.99,fedex,11Ground,3.0,1399825022,authorize.net,33.99,3285178019195.542,132578.05607205114,1,1399825022,1438868410,1399926562,0.0
130,548,129,548,USD,112.99,0.0,17.0,129.99,fedex,11Ground,3.0,1399825178,authorize.net,129.99,3285178019195.542,132578.05607205114,1,1399825178,1438868410,1399921667,0.0
131,554,130,554,USD,110.58,0.0,19.41,129.99,fedex,11Ground,3.0,1399900634,authorize.net,129.99,3285178019195.542,132578.05607205114,1,1399900634,1438868410,1399926575,0.0
132,555,131,555,USD,24.4,0.0,9.95,33.99,fedex,11Ground,3.0,1399900818,authorize.net,33.99,3285178019195.542,132578.05607205114,1,1399900818,1438868410,1399932662,0.0
133,556,132,556,USD,110.58,0.0,19.41,129.99,fedex,11Ground,3.0,1399911387,authorize.net,129.99,3285178019195.542,132578.05607205114,1,1399911387,1438868410,1399934954,0.0
134,559,133,559,USD,110.58,0.0,19.41,129.99,fedex,11Ground,3.0,1399926838,authorize.net,129.99,3285178019195.542,132578.05607205114,1,1399926838,1438868410,1400008147,0.0
135,560,134,560,USD,51.2,4.859279839268475,9.95,61.15,fedex,11Ground,3.0,1399929512,authorize.net,61.15,6169635486.0,15888.0,1,1399929512,1438868410,1400015523,0.0
136,566,135,566,USD,211.84,0.0,0.0,211.84,NDSN,NATIONAL DELIVERY SYSTEMS,3.0,1400000906,authorize.net,211.84,6171689151.0,142875.0,1,1400000906,1438868410,1400098421,0.0
137,569,136,569,USD,63.99,0.0,0.5,64.49,ups,1Free Shipping,3.0,1400013864,authorize.net,64.49,3285178019195.542,132578.05607205114,1,1400013864,1438868410,1400163468,0.0
138,571,137,571,USD,78.27,0.0,4.531500284465332,67.98,ups,1Free Shipping,3.0,1400073990,authorize.net,67.98,3285178019195.542,132578.05607205114,1,1400073990,1438868410,1400163514,0.0
139,1175,137,1175,USD,26.09,0.0,0.0,22.66,ups,1Free Shipping,3.0,1406478426,authorize.net,22.66,3285178019195.542,132578.05607205114,1,1406478426,1438868410,1406728558,0.0
140,1315,137,1315,USD,26.09,0.0,0.0,22.66,ups,1Free Shipping,3.0,1407769539,authorize.net,22.66,3285178019195.542,132578.05607205114,1,1407769539,1438868410,1407849139,0.0
141,572,143,572,USD,2653.3,0.0,0.0,2300.0,fedex,LAND AIR OF NEW ENGLAND,3.0,1400084410,authorize.net,2300.0,6174344107.0,567891.0,1,1400082233,1438868410,1400169926,0.0
142,1524,143,1524,USD,1513.85,0.0,0.0,1380.0,manual,1Free Shipping,3.0,1409249337,authorize.net,1380.0,6451530481.0,868538.0,1,1409249337,1438868410,1409503709,0.0
143,574,144,574,USD,110.58,0.0,9.95,120.53,fedex,11Ground,3.0,1400086893,authorize.net,120.53,6174476505.0,20133.0,12,1400086893,1438868410,1400166229,0.0
144,576,145,576,USD,30.45,4.859279839268475,9.95,38.88,fedex,11Ground,3.0,1400096131,authorize.net,38.88,6174979929.0,1488.0,1,1400096131,1438868410,1400171042,0.0
145,578,147,578,USD,110.58,4.859279839268475,9.95,120.53,fedex,11Ground,3.0,1400164748,authorize.net,120.53,6177046454.0,7302.0,1,1400164748,1438868410,1400181965,0.0
146,579,148,579,USD,91.6,0.0,9.95,101.55,fedex,11Ground,3.0,1400166686,authorize.net,101.55,6177178969.0,104760.0,1,1400166686,1438868410,1400184691,0.0
147,586,149,586,USD,116.99,0.0,17.7,134.69,fedex,11Ground,3.0,1400253137,authorize.net,134.69,3285178019195.542,132578.05607205114,1,1400253137,1438868410,1400267297,0.0
148,599,150,599,USD,110.58,0.0,19.41,129.99,fedex,11Ground,3.0,1400428422,authorize.net,129.99,3285178019195.542,132578.05607205114,1,1400428422,1438868410,1400520513,0.0
149,601,151,601,USD,113.39,0.0,2.91,116.3,fedex,11Ground,3.0,1400520474,authorize.net,116.3,3285178019195.542,132578.05607205114,1,1400520474,1438868410,1400598398,0.0
150,610,152,610,USD,110.58,0.0,9.95,120.53,fedex,11Ground,3.0,1400599283,authorize.net,120.53,6189820461.0,3765.0,1,1400599283,1438868410,1400617741,0.0
